MONTH ,DAY,YEAR,HOUR,TEMPERATURE,PRECIPITATION,STATUS
10,26,2019,600,27°C,0.0 mm,Cloudy
10,26,2019,900,29°C,0.0 mm,Partly cloudy
10,26,2019,1200,29°C,0.0 mm,Partly cloudy
10,26,2019,1500,28°C,0.0 mm,Partly cloudy
10,26,2019,1800,26°C,0.0 mm,Partly cloudy
10,27,2019,600,26°C,0.0 mm,Partly cloudy
10,27,2019,900,30°C,0.0 mm,Cloudy
10,27,2019,1200,29°C,0.0 mm,Partly cloudy
10,27,2019,1500,28°C,0.2 mm,Patchy rain possible
10,27,2019,1800,26°C,0.0 mm,Partly cloudy
10,28,2019,600,26°C,0.0 mm,Partly cloudy
10,28,2019,900,28°C,0.0 mm,Partly cloudy
10,28,2019,1200,27°C,0.2 mm,Patchy rain possible
10,28,2019,1500,26°C,1.7 mm,Moderate or heavy rain shower 
10,28,2019,1800,26°C,0.2 mm,Patchy rain possible
10,29,2019,600,27°C,0.5 mm,Moderate rain at times
10,29,2019,900,28°C,0.0 mm,Partly cloudy
10,29,2019,1200,29°C,0.0 mm,Partly cloudy
10,29,2019,1500,28°C,1.2 mm,Heavy rain at times
10,29,2019,1800,26°C,0.0 mm,Partly cloudy
10,30,2019,600,27°C,0.0 mm,Partly cloudy
10,30,2019,900,29°C,0.0 mm,Clear
10,30,2019,1200,29°C,0.0 mm,Clear
10,30,2019,1500,28°C,0.1 mm,Patchy rain possible
10,30,2019,1800,26°C,0.0 mm,Clear
10,31,2019,600,26°C,0.0 mm,Partly cloudy
10,31,2019,900,29°C,0.0 mm,Partly cloudy
10,31,2019,1200,29°C,0.0 mm,Partly cloudy
10,31,2019,1500,27°C,1.2 mm,Heavy rain at times
10,31,2019,1800,26°C,1.8 mm,Moderate or heavy rain shower 
11,1,2019,600,27°C,0.3 mm,Patchy rain possible
11,1,2019,900,28°C,1.1 mm,Heavy rain at times
11,1,2019,1200,29°C,1.6 mm,Moderate or heavy rain shower 
11,1,2019,1500,28°C,0.2 mm,Patchy rain possible
11,1,2019,1800,27°C,0.0 mm,Partly cloudy
11,2,2019,600,26°C,0.0 mm,Clear
11,2,2019,900,28°C,0.0 mm,Partly cloudy
11,2,2019,1200,29°C,0.4 mm,Patchy rain possible
11,2,2019,1500,27°C,0.8 mm,Moderate rain at times
11,2,2019,1800,26°C,0.0 mm,Partly cloudy
11,3,2019,600,26°C,0.0 mm,Partly cloudy
11,3,2019,900,28°C,0.3 mm,Patchy rain possible
11,3,2019,1200,28°C,1.1 mm,Heavy rain at times
11,3,2019,1500,28°C,0.5 mm,Moderate rain at times
11,3,2019,1800,26°C,0.0 mm,Partly cloudy
11,4,2019,600,27°C,0.0 mm,Partly cloudy
11,4,2019,900,29°C,0.0 mm,Clear
11,4,2019,1200,30°C,0.0 mm,Partly cloudy
11,4,2019,1500,29°C,0.5 mm,Moderate rain at times
11,4,2019,1800,27°C,0.0 mm,Partly cloudy
11,5,2019,600,27°C,0.2 mm,Patchy rain possible
11,5,2019,900,29°C,0.0 mm,Clear
11,5,2019,1200,30°C,0.2 mm,Patchy rain possible
11,5,2019,1500,29°C,0.0 mm,Clear
11,5,2019,1800,26°C,0.1 mm,Patchy rain possible
11,6,2019,600,27°C,0.0 mm,Partly cloudy
11,6,2019,900,29°C,0.0 mm,Partly cloudy
11,6,2019,1200,28°C,2.9 mm,Moderate or heavy rain shower 
11,6,2019,1500,27°C,1.5 mm,Heavy rain at times
11,6,2019,1800,26°C,0.9 mm,Moderate rain at times
11,7,2019,600,26°C,1.1 mm,Heavy rain at times
11,7,2019,900,28°C,0.9 mm,Moderate rain at times
11,7,2019,1200,28°C,0.2 mm,Patchy rain possible
11,7,2019,1500,28°C,0.2 mm,Patchy rain possible
11,7,2019,1800,26°C,0.0 mm,Partly cloudy
11,8,2019,600,26°C,0.0 mm,Partly cloudy
11,8,2019,900,29°C,0.2 mm,Patchy rain possible
11,8,2019,1200,29°C,0.3 mm,Patchy rain possible
11,8,2019,1500,28°C,0.9 mm,Moderate rain at times
11,8,2019,1800,26°C,0.0 mm,Clear
11,9,2019,600,26°C,0.0 mm,Partly cloudy
11,9,2019,900,29°C,0.0 mm,Clear
11,9,2019,1200,30°C,0.0 mm,Clear
11,9,2019,1500,28°C,0.0 mm,Clear
11,9,2019,1800,26°C,0.0 mm,Clear
11,10,2019,600,26°C,0.0 mm,Clear
11,10,2019,900,29°C,0.0 mm,Clear
11,10,2019,1200,29°C,0.0 mm,Partly cloudy
11,10,2019,1500,29°C,0.0 mm,Partly cloudy
11,10,2019,1800,28°C,0.0 mm,Cloudy
11,11,2019,600,27°C,0.0 mm,Partly cloudy
11,11,2019,900,29°C,0.0 mm,Partly cloudy
11,11,2019,1200,28°C,0.0 mm,Partly cloudy
11,11,2019,1500,26°C,0.0 mm,Cloudy
11,11,2019,1800,26°C,0.0 mm,Cloudy
11,12,2019,600,26°C,0.0 mm,Cloudy
11,12,2019,900,28°C,0.0 mm,Cloudy
11,12,2019,1200,27°C,0.0 mm,Cloudy
11,12,2019,1500,26°C,0.2 mm,Patchy rain possible
11,12,2019,1800,25°C,0.0 mm,Partly cloudy
11,13,2019,600,25°C,0.0 mm,Partly cloudy
11,13,2019,900,27°C,0.0 mm,Partly cloudy
11,13,2019,1200,26°C,0.1 mm,Patchy rain possible
11,13,2019,1500,25°C,0.2 mm,Patchy rain possible
11,13,2019,1800,24°C,0.5 mm,Patchy rain possible
11,14,2019,600,26°C,0.0 mm,Partly cloudy
11,14,2019,900,27°C,0.0 mm,Partly cloudy
11,14,2019,1200,26°C,1.4 mm,Heavy rain at times
11,14,2019,1500,27°C,0.0 mm,Partly cloudy
11,14,2019,1800,26°C,0.0 mm,Overcast
11,15,2019,600,27°C,0.0 mm,Partly cloudy
11,15,2019,900,29°C,0.0 mm,Partly cloudy
11,15,2019,1200,29°C,0.0 mm,Partly cloudy
11,15,2019,1500,28°C,0.0 mm,Partly cloudy
11,15,2019,1800,26°C,0.0 mm,Partly cloudy
11,16,2019,600,26°C,0.0 mm,Partly cloudy
11,16,2019,900,28°C,0.0 mm,Clear
11,16,2019,1200,28°C,0.0 mm,Clear
11,16,2019,1500,29°C,0.0 mm,Clear
11,16,2019,1800,27°C,0.0 mm,Clear
11,17,2019,600,26°C,0.0 mm,Partly cloudy
11,17,2019,900,27°C,0.0 mm,Partly cloudy
11,17,2019,1200,28°C,0.1 mm,Patchy rain possible
11,17,2019,1500,28°C,0.0 mm,Partly cloudy
11,17,2019,1800,27°C,0.0 mm,Partly cloudy
11,18,2019,600,26°C,0.0 mm,Partly cloudy
11,18,2019,900,27°C,0.0 mm,Partly cloudy
11,18,2019,1200,28°C,0.0 mm,Clear
11,18,2019,1500,28°C,0.0 mm,Clear
11,18,2019,1800,27°C,0.0 mm,Clear
11,19,2019,600,27°C,0.0 mm,Partly cloudy
11,19,2019,900,28°C,0.0 mm,Clear
11,19,2019,1200,28°C,0.0 mm,Clear
11,19,2019,1500,28°C,0.0 mm,Clear
11,19,2019,1800,27°C,0.0 mm,Clear
11,20,2019,600,25°C,0.0 mm,Partly cloudy
11,20,2019,900,28°C,0.0 mm,Cloudy
11,20,2019,1200,28°C,0.0 mm,Partly cloudy
11,20,2019,1500,29°C,0.0 mm,Clear
11,20,2019,1800,27°C,0.0 mm,Clear
11,21,2019,600,26°C,0.0 mm,Clear
11,21,2019,900,27°C,0.0 mm,Clear
11,21,2019,1200,28°C,0.2 mm,Patchy rain possible
11,21,2019,1500,29°C,0.0 mm,Clear
11,21,2019,1800,28°C,0.0 mm,Clear
11,22,2019,600,25°C,0.0 mm,Partly cloudy
11,22,2019,900,28°C,0.0 mm,Partly cloudy
11,22,2019,1200,29°C,0.0 mm,Partly cloudy
11,22,2019,1500,29°C,1.4 mm,Heavy rain at times
11,22,2019,1800,28°C,0.0 mm,Cloudy
11,23,2019,600,25°C,0.0 mm,Partly cloudy
11,23,2019,900,29°C,0.0 mm,Clear
11,23,2019,1200,29°C,0.0 mm,Clear
11,23,2019,1500,27°C,1.1 mm,Heavy rain at times
11,23,2019,1800,26°C,0.0 mm,Clear
11,24,2019,600,27°C,0.0 mm,Cloudy
11,24,2019,900,29°C,0.0 mm,Partly cloudy
11,24,2019,1200,29°C,0.0 mm,Partly cloudy
11,24,2019,1500,28°C,0.0 mm,Partly cloudy
11,24,2019,1800,26°C,0.0 mm,Clear
11,25,2019,600,27°C,0.0 mm,Partly cloudy
11,25,2019,900,28°C,0.0 mm,Partly cloudy
11,25,2019,1200,28°C,1.2 mm,Heavy rain at times
11,25,2019,1500,27°C,0.2 mm,Patchy rain possible
11,25,2019,1800,26°C,0.0 mm,Partly cloudy
11,26,2019,600,26°C,0.0 mm,Cloudy
11,26,2019,900,28°C,0.0 mm,Cloudy
11,26,2019,1200,28°C,0.0 mm,Partly cloudy
11,26,2019,1500,27°C,0.0 mm,Partly cloudy
11,26,2019,1800,26°C,0.0 mm,Partly cloudy
11,27,2019,600,26°C,0.0 mm,Cloudy
11,27,2019,900,29°C,0.0 mm,Partly cloudy
11,27,2019,1200,28°C,0.0 mm,Clear
11,27,2019,1500,28°C,0.0 mm,Clear
11,27,2019,1800,26°C,0.0 mm,Clear
11,28,2019,600,27°C,0.0 mm,Partly cloudy
11,28,2019,900,28°C,0.0 mm,Partly cloudy
11,28,2019,1200,28°C,0.0 mm,Partly cloudy
11,28,2019,1500,27°C,0.0 mm,Partly cloudy
11,28,2019,1800,26°C,0.0 mm,Cloudy
11,29,2019,600,26°C,0.0 mm,Cloudy
11,29,2019,900,28°C,0.0 mm,Partly cloudy
11,29,2019,1200,27°C,0.0 mm,Partly cloudy
11,29,2019,1500,26°C,0.0 mm,Partly cloudy
11,29,2019,1800,25°C,0.0 mm,Clear
11,30,2019,600,25°C,0.0 mm,Clear
11,30,2019,900,28°C,0.0 mm,Partly cloudy
11,30,2019,1200,27°C,0.0 mm,Partly cloudy
11,30,2019,1500,26°C,0.0 mm,Clear
11,30,2019,1800,24°C,0.0 mm,Clear
12,1,2019,600,25°C,0.0 mm,Clear
12,1,2019,900,27°C,0.0 mm,Clear
12,1,2019,1200,27°C,0.0 mm,Clear
12,1,2019,1500,27°C,0.0 mm,Partly cloudy
12,1,2019,1800,25°C,0.0 mm,Cloudy
12,2,2019,600,25°C,0.0 mm,Cloudy
12,2,2019,900,28°C,0.0 mm,Partly cloudy
12,2,2019,1200,27°C,0.0 mm,Cloudy
12,2,2019,1500,27°C,0.0 mm,Overcast
12,2,2019,1800,26°C,0.0 mm,Cloudy
12,3,2019,600,24°C,4.4 mm,Moderate or heavy rain shower 
12,3,2019,900,25°C,13.1 mm,Moderate or heavy rain shower 
12,3,2019,1200,25°C,13.5 mm,Moderate or heavy rain shower 
12,3,2019,1500,25°C,8.9 mm,Moderate or heavy rain shower 
12,3,2019,1800,25°C,3.0 mm,Moderate or heavy rain shower 
12,4,2019,600,27°C,0.2 mm,Patchy rain possible
12,4,2019,900,29°C,0.1 mm,Patchy rain possible
12,4,2019,1200,28°C,0.4 mm,Patchy rain possible
12,4,2019,1500,27°C,0.2 mm,Patchy rain possible
12,4,2019,1800,25°C,0.0 mm,Partly cloudy
12,5,2019,600,25°C,0.0 mm,Overcast
12,5,2019,900,27°C,0.0 mm,Cloudy
12,5,2019,1200,28°C,0.0 mm,Cloudy
12,5,2019,1500,29°C,0.2 mm,Patchy rain possible
12,5,2019,1800,27°C,0.0 mm,Partly cloudy
12,6,2019,600,26°C,0.0 mm,Clear
12,6,2019,900,28°C,0.0 mm,Clear
12,6,2019,1200,28°C,0.1 mm,Patchy rain possible
12,6,2019,1500,28°C,0.0 mm,Partly cloudy
12,6,2019,1800,27°C,0.0 mm,Cloudy
12,7,2019,600,25°C,0.0 mm,Partly cloudy
12,7,2019,900,27°C,0.0 mm,Partly cloudy
12,7,2019,1200,28°C,0.0 mm,Partly cloudy
12,7,2019,1500,28°C,0.0 mm,Partly cloudy
12,7,2019,1800,26°C,0.0 mm,Partly cloudy
12,8,2019,600,24°C,0.0 mm,Partly cloudy
12,8,2019,900,28°C,0.0 mm,Partly cloudy
12,8,2019,1200,27°C,0.0 mm,Partly cloudy
12,8,2019,1500,26°C,0.0 mm,Partly cloudy
12,8,2019,1800,25°C,0.0 mm,Partly cloudy
12,9,2019,600,25°C,0.0 mm,Partly cloudy
12,9,2019,900,27°C,0.0 mm,Partly cloudy
12,9,2019,1200,26°C,0.0 mm,Partly cloudy
12,9,2019,1500,26°C,0.0 mm,Partly cloudy
12,9,2019,1800,24°C,1.8 mm,Moderate or heavy rain shower 
12,10,2019,600,25°C,0.0 mm,Cloudy
12,10,2019,900,27°C,0.0 mm,Cloudy
12,10,2019,1200,26°C,0.0 mm,Partly cloudy
12,10,2019,1500,26°C,0.0 mm,Partly cloudy
12,10,2019,1800,24°C,0.0 mm,Partly cloudy
12,11,2019,600,25°C,0.0 mm,Partly cloudy
12,11,2019,900,28°C,0.0 mm,Partly cloudy
12,11,2019,1200,27°C,0.0 mm,Partly cloudy
12,11,2019,1500,26°C,0.0 mm,Partly cloudy
12,11,2019,1800,25°C,0.0 mm,Partly cloudy
12,12,2019,600,26°C,0.0 mm,Partly cloudy
12,12,2019,900,27°C,0.0 mm,Partly cloudy
12,12,2019,1200,26°C,0.0 mm,Partly cloudy
12,12,2019,1500,26°C,0.0 mm,Partly cloudy
12,12,2019,1800,25°C,0.0 mm,Partly cloudy
12,13,2019,600,26°C,0.0 mm,Partly cloudy
12,13,2019,900,28°C,0.0 mm,Partly cloudy
12,13,2019,1200,28°C,0.0 mm,Partly cloudy
12,13,2019,1500,27°C,0.0 mm,Partly cloudy
12,13,2019,1800,25°C,0.0 mm,Partly cloudy
12,14,2019,600,26°C,0.0 mm,Cloudy
12,14,2019,900,28°C,0.0 mm,Cloudy
12,14,2019,1200,27°C,0.0 mm,Partly cloudy
12,14,2019,1500,27°C,0.0 mm,Partly cloudy
12,14,2019,1800,25°C,0.0 mm,Cloudy 
12,15,2019,600,26°C,0.0 mm,Cloudy
12,15,2019,900,28°C,0.0 mm,Partly cloudy
12,15,2019,1200,27°C,0.0 mm,Partly cloudy
12,15,2019,1500,27°C,0.0 mm,Partly cloudy
12,15,2019,1800,25°C,0.0 mm,Partly cloudy
12,16,2019,600,26°C,0.0 mm,Cloudy
12,16,2019,900,29°C,0.0 mm,Clear
12,16,2019,1200,28°C,0.0 mm,Clear
12,16,2019,1500,27°C,0.0 mm,Clear
12,16,2019,1800,25°C,0.0 mm,Partly cloudy
12,17,2019,600,26°C,0.0 mm,Clear
12,17,2019,900,29°C,0.0 mm,Clear
12,17,2019,1200,28°C,0.0 mm,Clear
12,17,2019,1500,27°C,0.0 mm,Clear
12,17,2019,1800,25°C,0.0 mm,Clear
12,18,2019,600,26°C,0.0 mm,Clear
12,18,2019,900,28°C,0.0 mm,Clear
12,18,2019,1200,27°C,0.0 mm,Clear
12,18,2019,1500,27°C,0.0 mm,Clear
12,18,2019,1800,25°C,0.0 mm,Partly cloudy
12,19,2019,600,26°C,0.0 mm,Partly cloudy
12,19,2019,900,28°C,0.0 mm,Partly cloudy
12,19,2019,1200,27°C,0.0 mm,Partly cloudy
12,19,2019,1500,27°C,0.1 mm,Patchy rain possible
12,19,2019,1800,25°C,0.0 mm,Clear
12,20,2019,600,25°C,0.0 mm,Partly cloudy
12,20,2019,900,28°C,0.0 mm,Partly cloudy
12,20,2019,1200,28°C,0.0 mm,Clear
12,20,2019,1500,27°C,0.2 mm,Patchy rain possible
12,20,2019,1800,25°C,0.0 mm,Clear
12,21,2019,600,26°C,0.0 mm,Partly cloudy
12,21,2019,900,29°C,0.0 mm,Clear
12,21,2019,1200,28°C,0.1 mm,Patchy rain possible
12,21,2019,1500,27°C,0.0 mm,Clear
12,21,2019,1800,25°C,0.0 mm,Clear
12,22,2019,600,26°C,0.0 mm,Cloudy
12,22,2019,900,28°C,0.0 mm,Partly cloudy
12,22,2019,1200,28°C,0.0 mm,Partly cloudy
12,22,2019,1500,27°C,0.0 mm,Partly cloudy
12,22,2019,1800,26°C,0.0 mm,Clear
12,23,2019,600,26°C,0.0 mm,Partly cloudy
12,23,2019,900,28°C,0.0 mm,Cloudy
12,23,2019,1200,28°C,0.0 mm,Partly cloudy
12,23,2019,1500,27°C,0.2 mm,Patchy rain possible
12,23,2019,1800,25°C,0.1 mm,Patchy rain possible
12,24,2019,600,25°C,0.0 mm,Partly cloudy
12,24,2019,900,27°C,0.0 mm,Clear
12,24,2019,1200,28°C,0.0 mm,Clear
12,24,2019,1500,28°C,0.0 mm,Clear
12,24,2019,1800,25°C,0.0 mm,Clear
12,25,2019,600,25°C,0.3 mm,Patchy rain possible
12,25,2019,900,26°C,0.3 mm,Patchy rain possible
12,25,2019,1200,26°C,0.4 mm,Patchy rain possible
12,25,2019,1500,26°C,1.4 mm,Heavy rain at times
12,25,2019,1800,25°C,4.9 mm,Moderate or heavy rain shower 
12,26,2019,600,26°C,0.1 mm,Patchy rain possible
12,26,2019,900,28°C,0.0 mm,Clear
12,26,2019,1200,28°C,0.0 mm,Partly cloudy
12,26,2019,1500,27°C,0.0 mm,Partly cloudy
12,26,2019,1800,25°C,0.0 mm,Clear
12,27,2019,600,25°C,0.0 mm,Clear
12,27,2019,900,28°C,0.0 mm,Clear
12,27,2019,1200,28°C,0.0 mm,Clear
12,27,2019,1500,27°C,0.0 mm,Partly cloudy
12,27,2019,1800,25°C,0.0 mm,Partly cloudy
12,28,2019,600,26°C,0.0 mm,Partly cloudy
12,28,2019,900,28°C,0.0 mm,Partly cloudy
12,28,2019,1200,28°C,0.0 mm,Partly cloudy
12,28,2019,1500,27°C,0.0 mm,Partly cloudy
12,28,2019,1800,25°C,0.0 mm,Partly cloudy
12,29,2019,600,26°C,0.0 mm,Clear
12,29,2019,900,29°C,0.0 mm,Clear
12,29,2019,1200,28°C,0.0 mm,Clear
12,29,2019,1500,27°C,0.0 mm,Clear
12,29,2019,1800,25°C,0.0 mm,Clear
12,30,2019,600,26°C,0.0 mm,Partly cloudy
12,30,2019,900,28°C,0.0 mm,Clear
12,30,2019,1200,28°C,0.0 mm,Clear
12,30,2019,1500,28°C,0.0 mm,Clear
12,30,2019,1800,25°C,0.0 mm,Clear
12,31,2019,600,26°C,0.0 mm,Partly cloudy
12,31,2019,900,28°C,0.0 mm,Partly cloudy
12,31,2019,1200,28°C,0.0 mm,Partly cloudy
12,31,2019,1500,27°C,0.0 mm,Clear
12,31,2019,1800,25°C,0.0 mm,Clear
1,1,2020,600,25°C,0.0 mm,Partly cloudy
1,1,2020,900,27°C,0.0 mm,Cloudy
1,1,2020,1200,28°C,0.0 mm,Partly cloudy
1,1,2020,1500,29°C,0.0 mm,Partly cloudy
1,1,2020,1800,26°C,0.0 mm,Clear
1,2,2020,600,24°C,0.0 mm,Partly cloudy
1,2,2020,900,26°C,0.0 mm,Cloudy
1,2,2020,1200,27°C,0.0 mm,Cloudy
1,2,2020,1500,28°C,0.0 mm,Cloudy
1,2,2020,1800,26°C,0.0 mm,Cloudy
1,3,2020,600,24°C,0.0 mm,Cloudy
1,3,2020,900,26°C,0.0 mm,Cloudy
1,3,2020,1200,27°C,0.0 mm,Cloudy
1,3,2020,1500,28°C,0.0 mm,Cloudy
1,3,2020,1800,26°C,0.0 mm,Partly cloudy
1,4,2020,600,23°C,0.0 mm,Partly cloudy
1,4,2020,900,25°C,0.0 mm,Partly cloudy
1,4,2020,1200,27°C,0.0 mm,Cloudy
1,4,2020,1500,29°C,0.0 mm,Cloudy
1,4,2020,1800,26°C,0.0 mm,Cloudy
1,5,2020,600,24°C,0.0 mm,Cloudy
1,5,2020,900,26°C,0.0 mm,Cloudy
1,5,2020,1200,27°C,0.0 mm,Cloudy
1,5,2020,1500,27°C,0.0 mm,Cloudy
1,5,2020,1800,25°C,0.0 mm,Partly cloudy
1,6,2020,600,23°C,0.0 mm,Partly cloudy
1,6,2020,900,25°C,0.0 mm,Partly cloudy
1,6,2020,1200,27°C,0.0 mm,Cloudy
1,6,2020,1500,27°C,0.0 mm,Cloudy
1,6,2020,1800,25°C,0.0 mm,Cloudy
1,7,2020,600,24°C,0.0 mm,Cloudy
1,7,2020,900,26°C,0.0 mm,Cloudy
1,7,2020,1200,27°C,0.0 mm,Cloudy
1,7,2020,1500,29°C,0.0 mm,Overcast
1,7,2020,1800,27°C,0.0 mm,Cloudy
1,8,2020,600,24°C,0.0 mm,Partly cloudy
1,8,2020,900,27°C,0.0 mm,Cloudy
1,8,2020,1200,28°C,0.1 mm,Patchy rain possible
1,8,2020,1500,29°C,0.0 mm,Partly cloudy
1,8,2020,1800,27°C,0.0 mm,Cloudy
1,9,2020,600,23°C,0.0 mm,Clear
1,9,2020,900,26°C,0.0 mm,Partly cloudy
1,9,2020,1200,27°C,0.0 mm,Clear
1,9,2020,1500,28°C,0.0 mm,Clear
1,9,2020,1800,26°C,0.0 mm,Clear
1,10,2020,600,24°C,0.0 mm,Partly cloudy
1,10,2020,900,26°C,0.0 mm,Cloudy
1,10,2020,1200,27°C,0.0 mm,Cloudy
1,10,2020,1500,28°C,0.0 mm,Partly cloudy
1,10,2020,1800,26°C,0.0 mm,Clear
1,11,2020,600,23°C,0.0 mm,Partly cloudy
1,11,2020,900,26°C,0.0 mm,Clear
1,11,2020,1200,28°C,0.0 mm,Clear
1,11,2020,1500,28°C,0.0 mm,Clear
1,11,2020,1800,26°C,0.0 mm,Partly cloudy
1,12,2020,600,23°C,0.0 mm,Partly cloudy
1,12,2020,900,26°C,0.0 mm,Clear
1,12,2020,1200,27°C,0.0 mm,Clear
1,12,2020,1500,28°C,0.0 mm,Partly cloudy
1,12,2020,1800,26°C,0.1 mm,Patchy rain possible
1,13,2020,600,23°C,0.0 mm,Clear
1,13,2020,900,26°C,0.0 mm,Partly cloudy
1,13,2020,1200,26°C,0.0 mm,Partly cloudy
1,13,2020,1500,27°C,0.2 mm,Patchy rain possible
1,13,2020,1800,26°C,0.1 mm,Patchy rain possible
1,14,2020,600,23°C,0.0 mm,Partly cloudy
1,14,2020,900,26°C,0.0 mm,Cloudy
1,14,2020,1200,27°C,0.0 mm,Cloudy
1,14,2020,1500,28°C,0.0 mm,Cloudy
1,14,2020,1800,26°C,0.0 mm,Cloudy
1,15,2020,600,23°C,0.0 mm,Partly cloudy
1,15,2020,900,26°C,0.0 mm,Partly cloudy
1,15,2020,1200,27°C,0.0 mm,Partly cloudy
1,15,2020,1500,29°C,0.0 mm,Partly cloudy
1,15,2020,1800,26°C,0.0 mm,Clear
1,16,2020,600,23°C,0.0 mm,Partly cloudy
1,16,2020,900,26°C,0.0 mm,Partly cloudy
1,16,2020,1200,27°C,0.0 mm,Partly cloudy
1,16,2020,1500,29°C,0.0 mm,Cloudy
1,16,2020,1800,27°C,0.0 mm,Cloudy
1,17,2020,600,25°C,0.0 mm,Partly cloudy
1,17,2020,900,27°C,0.0 mm,Partly cloudy
1,17,2020,1200,28°C,0.2 mm,Patchy rain possible
1,17,2020,1500,29°C,0.0 mm,Cloudy
1,17,2020,1800,27°C,0.0 mm,Cloudy
1,18,2020,600,24°C,0.0 mm,Partly cloudy
1,18,2020,900,26°C,0.0 mm,Partly cloudy
1,18,2020,1200,27°C,0.0 mm,Cloudy
1,18,2020,1500,29°C,0.2 mm,Patchy rain possible
1,18,2020,1800,27°C,0.0 mm,Cloudy
1,19,2020,600,24°C,0.0 mm,Partly cloudy
1,19,2020,900,26°C,0.0 mm,Partly cloudy
1,19,2020,1200,27°C,0.0 mm,Cloudy
1,19,2020,1500,27°C,0.1 mm,Patchy rain possible
1,19,2020,1800,27°C,0.0 mm,Cloudy
1,20,2020,600,24°C,0.0 mm,Partly cloudy
1,20,2020,900,26°C,0.0 mm,Partly cloudy
1,20,2020,1200,27°C,0.0 mm,Partly cloudy
1,20,2020,1500,28°C,0.0 mm,Cloudy
1,20,2020,1800,26°C,0.0 mm,Clear
1,21,2020,600,23°C,0.0 mm,Partly cloudy
1,21,2020,900,25°C,0.0 mm,Partly cloudy
1,21,2020,1200,26°C,0.0 mm,Partly cloudy
1,21,2020,1500,27°C,0.0 mm,Clear
1,21,2020,1800,25°C,0.0 mm,Clear
1,22,2020,600,22°C,0.0 mm,Clear
1,22,2020,900,25°C,0.0 mm,Clear
1,22,2020,1200,26°C,0.0 mm,Partly cloudy
1,22,2020,1500,27°C,0.0 mm,Partly cloudy
1,22,2020,1800,25°C,0.0 mm,Clear
1,23,2020,600,23°C,0.0 mm,Overcast
1,23,2020,900,25°C,0.0 mm,Cloudy
1,23,2020,1200,27°C,0.0 mm,Cloudy
1,23,2020,1500,28°C,0.0 mm,Cloudy
1,23,2020,1800,26°C,0.0 mm,Partly cloudy
1,24,2020,600,24°C,0.0 mm,Partly cloudy
1,24,2020,900,26°C,0.0 mm,Partly cloudy
1,24,2020,1200,27°C,0.1 mm,Patchy rain possible
1,24,2020,1500,28°C,1.0 mm,Heavy rain at times
1,24,2020,1800,26°C,0.0 mm,Cloudy
1,25,2020,600,24°C,0.1 mm,Patchy rain possible
1,25,2020,900,25°C,0.0 mm,Cloudy
1,25,2020,1200,27°C,1.4 mm,Heavy rain at times
1,25,2020,1500,29°C,0.2 mm,Patchy rain possible
1,25,2020,1800,27°C,0.0 mm,Clear
1,26,2020,600,24°C,0.0 mm,Clear
1,26,2020,900,26°C,0.0 mm,Clear
1,26,2020,1200,27°C,0.0 mm,Clear
1,26,2020,1500,28°C,0.0 mm,Clear
1,26,2020,1800,27°C,0.0 mm,Clear
1,27,2020,600,25°C,0.0 mm,Clear
1,27,2020,900,28°C,0.0 mm,Clear
1,27,2020,1200,29°C,0.0 mm,Clear
1,27,2020,1500,29°C,0.0 mm,Clear
1,27,2020,1800,27°C,0.0 mm,Clear
1,28,2020,600,23°C,0.0 mm,Partly cloudy
1,28,2020,900,26°C,0.0 mm,Clear
1,28,2020,1200,28°C,0.0 mm,Clear
1,28,2020,1500,28°C,0.0 mm,Clear
1,28,2020,1800,26°C,0.0 mm,Clear
1,29,2020,600,23°C,0.0 mm,Clear
1,29,2020,900,25°C,0.0 mm,Clear
1,29,2020,1200,27°C,0.0 mm,Clear
1,29,2020,1500,28°C,0.0 mm,Partly cloudy
1,29,2020,1800,26°C,0.0 mm,Cloudy
1,30,2020,600,23°C,0.0 mm,Partly cloudy
1,30,2020,900,25°C,0.0 mm,Partly cloudy
1,30,2020,1200,26°C,0.0 mm,Cloudy
1,30,2020,1500,27°C,0.0 mm,Cloudy
1,30,2020,1800,26°C,0.0 mm,Cloudy
1,31,2020,600,22°C,0.0 mm,Clear
1,31,2020,900,24°C,0.0 mm,Clear
1,31,2020,1200,26°C,0.0 mm,Partly cloudy
1,31,2020,1500,27°C,0.0 mm,Overcast
1,31,2020,1800,25°C,0.0 mm,Cloudy
2,1,2020,600,21°C,0.0 mm,Partly cloudy
2,1,2020,900,23°C,0.0 mm,Partly cloudy
2,1,2020,1200,25°C,0.0 mm,Partly cloudy
2,1,2020,1500,27°C,0.0 mm,Cloudy
2,1,2020,1800,24°C,0.0 mm,Partly cloudy
2,2,2020,600,22°C,0.0 mm,Partly cloudy
2,2,2020,900,23°C,0.0 mm,Partly cloudy
2,2,2020,1200,25°C,0.0 mm,Cloudy
2,2,2020,1500,26°C,0.0 mm,Cloudy
2,2,2020,1800,24°C,0.0 mm,Cloudy
2,3,2020,600,22°C,0.0 mm,Partly cloudy
2,3,2020,900,24°C,0.0 mm,Cloudy
2,3,2020,1200,25°C,0.0 mm,Cloudy
2,3,2020,1500,26°C,0.0 mm,Partly cloudy
2,3,2020,1800,24°C,0.0 mm,Clear
2,4,2020,600,21°C,0.0 mm,Clear
2,4,2020,900,24°C,0.0 mm,Clear
2,4,2020,1200,27°C,0.0 mm,Partly cloudy
